OBJECTID_1,CRASH_NUMB,CITY_TOWN_,CRASH_DATE,CRASH_DA_1,CRASH_STAT,CRASH_SEVE,MAX_INJR_S,NUMB_VEHC,NUMB_NONFA,NUMB_FATAL,POLC_AGNCY,MANR_COLL_,VEHC_MNVR_,VEHC_TRVL_,VEHC_SEQ_E,AMBNT_LIGH,WEATH_COND,ROAD_SURF_,FIRST_HRMF,MOST_HRMFL,DRVR_CNTRB,VEHC_CONFI,STREET_NUM,RDWY,DIST_DIRC_,NEAR_INT_R,MM_RTE,DIST_DIR_1,MILEMARKER,EXIT_RTE,DIST_DIR_2,EXIT_NUMB,DIST_DIR_3,LANDMARK,RDWY_JNCT_,TRAF_CNTRL,TRAFY_DESC,JURISDICTN,FIRST_HR_1,NON_MTRST_,NON_MTRS_1,NON_MTRS_2,IS_GEOCODE,GEOCODING_,X,Y,LAT,LON,RMV_DOC_ID,CRASH_RPT_,YEAR,AGE_DRVR_Y,AGE_DRVR_O,AGE_NONMTR,AGE_NONM_1,DRVR_DISTR,DISTRICT_N,RPA_ABBR,VEHC_EMER_,VEHC_TOWED,CNTY_NAME,FMCSA_RPTB,FMCSA_RP_1,HIT_RUN_DE,LCLTY_NAME,ROAD_CNTRB,SCHL_BUS_R,SPEED_LIMI,TRAF_CNT_1,WORK_ZONE_,AADT,AADT_YEAR,PK_PCT_SUT,AV_PCT_SUT,PK_PCT_CT,AV_PCT_CT,CURB,TRUCK_RTE,LT_SIDEWLK,RT_SIDEWLK,SHLDR_LT_W,SHLDR_LT_T,SURFACE_WD,SURFACE_TP,SHLDR_RT_W,SHLDR_RT_T,NUM_LANES,OPP_LANES,MED_WIDTH,MED_TYPE,URBAN_TYPE,F_CLASS,URBAN_AREA,FD_AID_RTE,FACILITY,OPERATION,CONTROL,PEAK_LANE,SPEED_LIM,STREETNAME,FROMSTREET,TOSTREETNA,CITY,STRUCT_CND,TERRAIN,URBAN_LOC_,AADT_DERIV,STATN_NUM,OP_DIR_SL,SHLDR_UL_T,SHLDR_UL_W,T_EXC_TYPE,T_EXC_TIME,F_F_CLASS,VEHC_UNIT_,ALC_SUSPD_,DRIVER_AGE,DRVR_CNT_1,DRIVER_DIS,DRVR_LCN_S,DRUG_SUSPD,EMERGENCY_,FMCSA_RP_2,HAZ_MAT_PL,MAX_INJR_1,MOST_HRMF_,TOTAL_OCCP,VEHC_MANR_,VEHC_CONFG,VEHC_MOST_,OWNER_ADDR,OWNER_AD_1,VEHC_REG_S,VEHC_REG_T,VEHC_SEQ_1,VEHC_TOW_1,VEHICLE_MA,VEHICLE_MO,VEHICLE_VI,DRIVER_VIO,NON_MTRS_3,NON_MTRS_4,NON_MTRS_5,NON_MTRS_6,NON_MTRS_7,NON_MTRS_8,TRAFFIC_CO,SHAPE_1
0,5384976,WORCESTER,02/16/2024,2/16/2024,Open,Non-fatal injury,Suspected Serious Injury (A),2,2,0,Local police,Angle,V1: Turning left / V2: Travelling straight ahead,V1: E  / V2: E,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Clear/Cloudy,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Failed to yield right of way),(Failed to yield right of way)  / D2: (No improper driving),(No improper driving)","V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",,MOUNTAIN STREET WEST Rte    / PULLMAN STREET Rte,,,,,,,,,,,T-intersection,Traffic control signal,"Two-way, not divided",City or Town accepted road,Roadway,,,,Yes,At Intersection,175479.181700000000000,897181.611800000000000,42.324738449999900,-71.797491449999900,PR20244410083,I24-15750,2024,25-34,65-74,,,D1: Not Distracted / D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",35,"Yes, device functioning",No,12354,2020,0.632,703,0.109,99,None,,0,0,0,No Shoulder,35,Bituminous concrete road,1,Unstable shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,99,MOUNTAIN STREET WEST,WEST BOYLSTON STREET,HOLDEN TOWN LINE,WORCESTER,Fair,Level Terrain,,Grown,,99,0,0,,,Minor Arterial,2,No,25,DCC1:No improper driving,Not Distracted,MA,No,No,"No, not federally reportable",Not reported,Suspected Serious Injury (A),Collision with motor vehicle in traffic,1,Travelling straight ahead,Passenger car,MDA1:Left side,QUINCY,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,"Yes, vehicle or trailer disabled",HOND,,1HGCV2F59JA041754,,,,,,,,,
0,5384975,WORCESTER,02/20/2024,2/20/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,Rear-end,V1: Travelling straight ahead / V2: Travelling straight ahead,V1: N  / V2: N,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Dark - lighted roadway,Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (No improper driving)",V1:(Passenger car) / V2:(Passenger car),41,LANCASTER STREET Rte,,,,,,,,,,,Not at junction,Traffic control signal,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,175008.661673000000000,891265.028725000000000,42.271457460000000,-71.802944900000000,PR20244410080,2417031,2024,25-34,35-44,,,D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",30,"No, device not functioning",No,7037,2020,0.632,401,0.109,56,Both sides,,5,5,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,One-way traffic,No Access Control,,99,LANCASTER STREET,GROVE STREET,DIX STREET,WORCESTER,Fair,Level Terrain,,Grown,,99,0,0,,,Minor Arterial,1,Not reported,29,"DCC1:Disregarded traffic signs, signals, road markings, DCC2:Not reported",Unknown,MA,Not reported,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Travelling straight ahead,Passenger car,MDA1:Center front,MILLBURY,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,HOND,,2HGFC2F85LH538088,,,,,,,,,
0,5384975,WORCESTER,02/20/2024,2/20/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,Rear-end,V1: Travelling straight ahead / V2: Travelling straight ahead,V1: N  / V2: N,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Dark - lighted roadway,Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (No improper driving)",V1:(Passenger car) / V2:(Passenger car),41,LANCASTER STREET Rte,,,,,,,,,,,Not at junction,Traffic control signal,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,175008.661673000000000,891265.028725000000000,42.271457460000000,-71.802944900000000,PR20244410080,2417031,2024,25-34,35-44,,,D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",30,"No, device not functioning",No,7037,2020,0.632,401,0.109,56,Both sides,,5,5,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,One-way traffic,No Access Control,,99,LANCASTER STREET,GROVE STREET,DIX STREET,WORCESTER,Fair,Level Terrain,,Grown,,99,0,0,,,Minor Arterial,2,Not reported,41,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,MA,Not reported,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Travelling straight ahead,Passenger car,MDA1:Center rear,BENTONVILLE,AR,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,TOYT,,4T3M6RFV6MU016633,,,,,,,,,
0,5384974,WORCESTER,03/23/2024,3/23/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,"Sideswipe, same direction",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:    / V2:,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Rain/Cloudy,Wet,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),D1: (Unknown)  / D2: (Unknown),"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",99,STAFFORD STREET Rte,,HEARD STREET Rte,,,,,,,,,Four-way intersection,Traffic control signal,"Two-way, not divided",City or Town accepted road,Roadway,,,,Yes,Off Intersection,171661.499800000000000,887742.812400000000000,42.239633079999900,-71.843346900000000,PR20244410081,24-27878,2024,25-34,65-74,,,,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,"Yes, device functioning",No,10205,2020,0.546,582,0.081,82,Both sides,,8,8,0,No Shoulder,44,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,99,STAFFORD STREET,LEICESTER TOWN LINE,MAIN STREET,WORCESTER,Deficient,Level Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Minor Arterial,1,No,68,"DCC1:Unknown, DCC2:Not reported",Unknown,MA,No,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Travelling straight ahead,"Light truck(van, mini-van, pickup, sport utility)","MDA1:Right front, MDA2:Right side",CHARLTON,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,JEEP,,1C4PJMCS0EW178639,,,,,,,,,
0,5384974,WORCESTER,03/23/2024,3/23/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,"Sideswipe, same direction",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:    / V2:,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Rain/Cloudy,Wet,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),D1: (Unknown)  / D2: (Unknown),"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",99,STAFFORD STREET Rte,,HEARD STREET Rte,,,,,,,,,Four-way intersection,Traffic control signal,"Two-way, not divided",City or Town accepted road,Roadway,,,,Yes,Off Intersection,171661.499800000000000,887742.812400000000000,42.239633079999900,-71.843346900000000,PR20244410081,24-27878,2024,25-34,65-74,,,,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,"Yes, device functioning",No,10205,2020,0.546,582,0.081,82,Both sides,,8,8,0,No Shoulder,44,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,99,STAFFORD STREET,LEICESTER TOWN LINE,MAIN STREET,WORCESTER,Deficient,Level Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Minor Arterial,2,No,29,"DCC1:Unknown, DCC2:Not reported",Unknown,MA,No,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,2,Travelling straight ahead,"Light truck(van, mini-van, pickup, sport utility)","MDA1:Left rear, MDA2:Left side",OXFORD,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,FORD,,1FTFW1E59LFA01202,,,,,,,,,
0,5384973,WORCESTER,01/02/2024,1/2/2024,Open,Non-fatal injury,Suspected Minor Injury (B),2,2,0,Local police,Rear-end,V1: Changing lanes / V2: Slowing or stopped in traffic,V1:    / V2: N,"V1:(Collision with motor vehicle in traffic),(Collision with utility pole) V2:(Collision with motor vehicle in traffic)",Daylight,Clear/Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with utility pole) / V2:(Collision with motor vehicle in traffic),D1: (No improper driving)  / D2: (No improper driving),V1:(Passenger car) / V2:(Passenger car),125,NORTHEAST CUTOFF Rte,,,,,,,,,,,Not at junction,No controls,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,178019.595501000000000,895333.700063000000000,42.308177659999900,-71.766600780000000,PR20244410082,24-514,2024,55-64,55-64,,,D1: Not Distracted / D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,Not reported,No,12920,2020,0.666,783,0.17,131,Both sides,,5,,0,No Shoulder,38,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,1,30,NORTHEAST CUTOFF,MOUNTAIN STREET EAST,BOYLSTON STREET,WORCESTER,Deficient,Level Terrain,,Actual,,99,0,0,,,Minor Arterial,1,No,64,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,MA,No,No,"No, not federally reportable",Not reported,Suspected Minor Injury (B),Collision with utility pole,1,Changing lanes,Passenger car,MDA1:Right rear,WORCESTER,MA,MA,PAN,"SEQ1:Collision with motor vehicle in traffic, SEQ2:Collision with utility pole","Yes, vehicle or trailer disabled",HOND,,JHMFA36229S017383,,,,,,,,,
0,5384973,WORCESTER,01/02/2024,1/2/2024,Open,Non-fatal injury,Suspected Minor Injury (B),2,2,0,Local police,Rear-end,V1: Changing lanes / V2: Slowing or stopped in traffic,V1:    / V2: N,"V1:(Collision with motor vehicle in traffic),(Collision with utility pole) V2:(Collision with motor vehicle in traffic)",Daylight,Clear/Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with utility pole) / V2:(Collision with motor vehicle in traffic),D1: (No improper driving)  / D2: (No improper driving),V1:(Passenger car) / V2:(Passenger car),125,NORTHEAST CUTOFF Rte,,,,,,,,,,,Not at junction,No controls,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,178019.595501000000000,895333.700063000000000,42.308177659999900,-71.766600780000000,PR20244410082,24-514,2024,55-64,55-64,,,D1: Not Distracted / D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,Not reported,No,12920,2020,0.666,783,0.17,131,Both sides,,5,,0,No Shoulder,38,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,1,30,NORTHEAST CUTOFF,MOUNTAIN STREET EAST,BOYLSTON STREET,WORCESTER,Deficient,Level Terrain,,Actual,,99,0,0,,,Minor Arterial,2,No,64,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,MA,No,No,"No, not federally reportable",Not reported,Suspected Minor Injury (B),Collision with motor vehicle in traffic,1,Slowing or stopped in traffic,Passenger car,MDA1:Right rear,GILBERTVILLE,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,"Yes, vehicle or trailer disabled",TOYT,,2T1BURHE8KC201056,,,,,,,,,
0,5384971,WORCESTER,02/16/2024,2/16/2024,Open,Non-fatal injury,Possible Injury (C),2,1,0,Local police,Head-on,V1: Travelling straight ahead / V2: Turning left,V1: N  / V2: S,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Clear/Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),D1: (Unknown)  / D2: (Unknown),"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",51,FLAGG STREET Rte N,,,,,,,,,,,T-intersection,Stop signs,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,172275.976414000000000,892346.876168000000000,42.281105029999900,-71.836121849999900,PR20244410071,24-15733,2024,21-24,45-54,,,,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,Unknown,"No, school bus not involved",0,"Yes, device functioning",No,6227,2020,0.515,355,0.053,49,None,,0,0,0,No Shoulder,20,Bituminous concrete road,2,Stable - Unruttable compacted subgrade,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,99,FLAGG STREET,PLEASANT STREET,SALISBURY STREET,WORCESTER,Deficient,Rolling Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector,1,No,49,"DCC1:Unknown, DCC2:Not reported",Unknown,MA,No,No,"No, not federally reportable",Not reported,Possible Injury (C),Collision with motor vehicle in traffic,1,Travelling straight ahead,"Light truck(van, mini-van, pickup, sport utility)",MDA1:Total (all areas),WORCESTER,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,"Yes, vehicle or trailer disabled",HOND,,JHLRE48317C039528,,,,,,,,,
0,5384971,WORCESTER,02/16/2024,2/16/2024,Open,Non-fatal injury,Possible Injury (C),2,1,0,Local police,Head-on,V1: Travelling straight ahead / V2: Turning left,V1: N  / V2: S,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Clear/Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),D1: (Unknown)  / D2: (Unknown),"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",51,FLAGG STREET Rte N,,,,,,,,,,,T-intersection,Stop signs,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,172275.976414000000000,892346.876168000000000,42.281105029999900,-71.836121849999900,PR20244410071,24-15733,2024,21-24,45-54,,,,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,Unknown,"No, school bus not involved",0,"Yes, device functioning",No,6227,2020,0.515,355,0.053,49,None,,0,0,0,No Shoulder,20,Bituminous concrete road,2,Stable - Unruttable compacted subgrade,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,99,FLAGG STREET,PLEASANT STREET,SALISBURY STREET,WORCESTER,Deficient,Rolling Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector,2,No,23,"DCC1:Unknown, DCC2:Not reported",Unknown,MA,No,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Turning left,Passenger car,MDA1:Right front,WORCESTER,MA,NH,OST,SEQ1:Collision with motor vehicle in traffic,No,MITSUBISHI,,,,,,,,,,,
0,5384970,WORCESTER,02/29/2024,2/29/2024,Open,Non-fatal injury,Suspected Minor Injury (B),2,2,0,Local police,Angle,V1: Turning left / V2: Slowing or stopped in traffic,V1:    / V2:,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Dark - lighted roadway,Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (Unknown)",V1:(Passenger car) / V2:(Passenger car),225,SHREWSBURY STREET Rte,,,,,,,,,,,Not at junction,No controls,"One-way, not divided",City or Town accepted road,Roadway,,,,Yes,At Address,176589.690597000000000,890736.677331000000000,42.266749720000000,-71.783758509999900,PR20244410069,24-20237,2024,18-20,25-34,,,,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",35,"No, device not functioning",No,17915,2020,0.485,825,0.19,198,Both sides,,0,8,0,No Shoulder,22,Bituminous concrete road,0,No Shoulder,2,2,10,Raised Median,Large Urbanized Area,Rural minor arterial or urban principal arterial,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,30,SHREWSBURY STREET,BELMONT STREET,WASHINGTON SQUARE,WORCESTER,Fair,Level Terrain,,Pulled back from HPMS network estimation routine,,30,0,0,,,Principal Arterial - Other,1,Unknown,32,"DCC1:Disregarded traffic signs, signals, road markings, DCC2:Not reported",Unknown,MA,Unknown,No,"No, not federally reportable",Not reported,Suspected Minor Injury (B),Collision with motor vehicle in traffic,1,Turning left,Passenger car,"MDA1:Left side, MDA2:Left front",WORCESTER,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,"Yes, vehicle or trailer disabled",FORD,,1FMCU9H98LUB26205,,,,,,,,,
0,5384970,WORCESTER,02/29/2024,2/29/2024,Open,Non-fatal injury,Suspected Minor Injury (B),2,2,0,Local police,Angle,V1: Turning left / V2: Slowing or stopped in traffic,V1:    / V2:,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Dark - lighted roadway,Clear,Dry,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (Unknown)",V1:(Passenger car) / V2:(Passenger car),225,SHREWSBURY STREET Rte,,,,,,,,,,,Not at junction,No controls,"One-way, not divided",City or Town accepted road,Roadway,,,,Yes,At Address,176589.690597000000000,890736.677331000000000,42.266749720000000,-71.783758509999900,PR20244410069,24-20237,2024,18-20,25-34,,,,3,CMRPC,V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",35,"No, device not functioning",No,17915,2020,0.485,825,0.19,198,Both sides,,0,8,0,No Shoulder,22,Bituminous concrete road,0,No Shoulder,2,2,10,Raised Median,Large Urbanized Area,Rural minor arterial or urban principal arterial,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,,30,SHREWSBURY STREET,BELMONT STREET,WASHINGTON SQUARE,WORCESTER,Fair,Level Terrain,,Pulled back from HPMS network estimation routine,,30,0,0,,,Principal Arterial - Other,2,Unknown,18,"DCC1:Unknown, DCC2:Not reported",Unknown,MA,Unknown,No,"No, not federally reportable",Not reported,Suspected Minor Injury (B),Collision with motor vehicle in traffic,2,Slowing or stopped in traffic,Passenger car,"MDA1:Center front, MDA2:Right front, MDA3:Left front",WORCESTER,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,"Yes, vehicle or trailer disabled",TOYT,,JTMBK33V876020516,,,,,,,,,
0,5384969,WORCESTER,03/23/2024,3/23/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,Rear-end,V1: Travelling straight ahead / V2: Slowing or stopped in traffic,V1: W  / V2: W,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Cloudy/Rain,Wet,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (No improper driving)","V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",60,HAMILTON STREET Rte,,,,,,,,,,,Not at junction,Traffic control signal,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,176755.721682000000000,889543.472044000000000,42.256012339999900,-71.781698289999900,PR20244410072,24-27848,2024,25-34,35-44,,,D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,"Yes, device functioning",No,7444,2020,0.632,424,0.109,60,Both sides,,8,10,0,No Shoulder,62,Bituminous concrete road,0,No Shoulder,2,0,12,Raised Median,Large Urbanized Area,Urban collector or rural minor collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,1,30,HAMILTON STREET,GRAFTON STREET,LAKE AVENUE,WORCESTER,Deficient,Level Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector,1,No,38,"DCC1:Disregarded traffic signs, signals, road markings, DCC2:Not reported",Unknown,MA,No,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Travelling straight ahead,"Light truck(van, mini-van, pickup, sport utility)",MDA1:Center front,WORCESTER,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,FORD,,1FTNE2EW9ADA35470,,,,,,,,,
0,5384969,WORCESTER,03/23/2024,3/23/2024,Open,Property damage only (none injured),No Apparent Injury (O),2,0,0,Local police,Rear-end,V1: Travelling straight ahead / V2: Slowing or stopped in traffic,V1: W  / V2: W,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),Daylight,Cloudy/Rain,Wet,Collision with motor vehicle in traffic,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),"D1: (Disregarded traffic signs, signals, road markings)  / D2: (No improper driving)","V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",60,HAMILTON STREET Rte,,,,,,,,,,,Not at junction,Traffic control signal,"Two-way, divided, unprotected median",City or Town accepted road,Roadway,,,,Yes,At Address,176755.721682000000000,889543.472044000000000,42.256012339999900,-71.781698289999900,PR20244410072,24-27848,2024,25-34,35-44,,,D2: Not Distracted,3,CMRPC,V1:(No) / V2:(No),V1:(No) / V2:(No),WORCESTER,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",No hit and run,,None,"No, school bus not involved",0,"Yes, device functioning",No,7444,2020,0.632,424,0.109,60,Both sides,,8,10,0,No Shoulder,62,Bituminous concrete road,0,No Shoulder,2,0,12,Raised Median,Large Urbanized Area,Urban collector or rural minor collector,Worcester (MA-CT),,Mainline roadway,Two-way traffic,No Access Control,1,30,HAMILTON STREET,GRAFTON STREET,LAKE AVENUE,WORCESTER,Deficient,Level Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector,2,No,32,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,MA,No,No,"No, not federally reportable",Not reported,No Apparent Injury (O),Collision with motor vehicle in traffic,1,Slowing or stopped in traffic,"Light truck(van, mini-van, pickup, sport utility)",MDA1:Center rear,WORCESTER,MA,MA,PAN,SEQ1:Collision with motor vehicle in traffic,No,TOYT,,2T3RFREVXHW674193,,,,,,,,,
